,s3ic_id,rubrique,regime,alinea,date_autorisation,state,regime_acte,alinea_acte,rubrique_acte,activite,volume,unit
10359,0065.16555,2515,D,b,,En fonctionnement,D,1c,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",200.000,kW
10360,0065.16555,1435,D,2,,En fonctionnement,D,3,1435,Stations-service,150.000,m3
10361,0065.16555,2716,E,1,,En fonctionnement,A,1,2716,déchets non dangereux non inertes (transit),30000.000,m3
10362,0065.16555,47xx,,,,En fonctionnement,,,47xx,,,
10363,0065.16555,1432,,2,,En fonctionnement,,2,1432,Liquides inflammables (stockage),0.330,
10364,0065.16580,2710,D,b,2013-05-17,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,0.000,t
10365,0065.16580,2710,D,b,2015-01-28,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,2.500,t
10366,0065.16580,2710,E,a,2013-05-14,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,360.000,m3
10367,0065.16607,2510,A,1,2015-12-07,En fonctionnement,A,1,2510,Carrières (exploitation de),350000.000,
10368,0065.16607,2517,E,1,2015-12-07,En fonctionnement,A,1,2517,Produits minéraux ou déchets non dangereux inertes (transit),31000.000,m2
10369,0065.16611,1510,E,b,,En fonctionnement,E,2,1510,Entrepot enregistré,100000.000,m3
10370,0065.16611,1530,D,2,,En fonctionnement,D,3,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",5000.000,m3
10371,0065.16611,2925,D,1,,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,100.000,kW
10372,0065.16611,1510,E,b,,En fonctionnement,E,2,1510,Entrepot enregistré,1900.000,m3
10373,0065.16636,4310,D,2,,En fonctionnement,D,2,4310,Gaz inflammables catégorie 1 et 2,,
10374,0065.16636,2781,D,c,,En fonctionnement,D,1c,2781,Installations de méthanisation de déchets non dangereux,27.400,t/j
10375,0065.16636,2781,A,a,2018-04-09,En fonctionnement,A,a,2781,Installations de méthanisation de déchets non dangereux,23000.000,t/j
10376,0065.16636,4310,D,2,2018-04-09,En fonctionnement,D,2,4310,Gaz inflammables catégorie 1 et 2,,
10377,0065.16636,2781,A,a,2018-04-09,En fonctionnement,A,2,2781,Installations de méthanisation de déchets non dangereux,14400.000,
10378,0065.16636,2910,D,2,2013-04-08,En fonctionnement,D,C3,2910,Combustion,200.000,
10379,0065.16641,2517,E,1,2013-05-06,En fonctionnement,E,2,2517,Produits minéraux ou déchets non dangereux inertes (transit),20000.000,m2
10380,0065.16641,2915,D,2,2013-05-06,En fonctionnement,D,2,2915,Chauffage (procédé de) fluide caloporteur organique combustible,2300.000,L
10381,0065.16641,2521,E,1,2013-05-06,En fonctionnement,A,1,2521,Centrale d'enrobage à chaud,1.000,
10382,0065.16641,1432,D,b,,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),11.660,m3
10383,0065.16641,1520,D,2,,En fonctionnement,D,2,1520,"Houille, coke,etc (dépôt)",130.000,t
10384,0065.16647,1435,D,2,,En fonctionnement,D,3,1435,Stations-service,105.000,m3
10385,0065.16647,1510,E,b,,En fonctionnement,E,2,1510,Entrepot enregistré,111307.000,m3
10386,0065.16647,1511,D,2,,En fonctionnement,D,3,1511,Entrepôts frigorifiques,8730.000,m3
10387,0065.16647,2925,D,1,,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,115.000,kW
10388,0065.16647,1185,D,,,En fonctionnement,D,2a,1185,Quantité susceptible d'être présente,640.000,kg
10389,0065.16676,2710,E,a,2010-04-30,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,341.000,m3
10390,0065.16676,2710,D,b,2010-04-30,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,5.300,t
10391,0065.16683,2221,E,1,2014-09-01,En fonctionnement,E,B1,2221,Supérieure à 4t/j,32.700,t/j
10392,0065.16692,2710,E,a,2013-04-05,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,400.000,m3
10393,0065.16692,2710,D,b,2013-04-05,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,6.000,t
10394,0065.16693,2710,E,a,2013-04-05,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,320.000,m3
10395,0065.16693,2710,D,b,2013-04-05,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,6.000,t
10396,0065.16709,1435,,,,En fonctionnement,,,1435,Stations service,30.000,m3
10397,0065.16709,2712,E,1,,En fonctionnement,E,1b,2712,"Stockage, dépollution, démontage,… de VHU",1750.000,m2
10398,0065.16709,2718,A,1,,En fonctionnement,A,1,2718,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),25.000,t
10399,0065.16709,2910,,,,En fonctionnement,,,2910,Installation de combustion,374.000,MW
10400,0065.16709,2710,A,a,,En fonctionnement,A,1a,2710,collecte de déchets dangereux-A,25.000,t
10401,0065.16709,2930,,,,En fonctionnement,,,2930,Ateliers de réparation et d'entretien de véhicules à moteurs,1600.000,m2
10402,0065.16709,2515,E,a,,En fonctionnement,A,1a,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",800.000,kW
10403,0065.16709,2710,E,a,,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,480.000,m3
10404,0065.16709,2791,A,1,,En fonctionnement,A,1,2791,Déchets non dangereux (traitement),200.000,t/j
10405,0065.16709,47xx,,,,En fonctionnement,,,47xx,,,
10406,0065.16709,2714,E,1,,En fonctionnement,A,1,2714,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",3270.000,m3
10407,0065.16709,1530,,,,En fonctionnement,,,1530,"Dépôts de papiers, cartons ou analogues",30.000,m3
10408,0065.16709,2663,,,,En fonctionnement,,,2663,Stockage de pneumatiques,30.000,m3
10409,0065.16709,2713,D,2,2013-12-03,En fonctionnement,D,2,2713,Métaux et déchets de métaux (transit),995.000,m2
10410,0065.16709,2716,D,2,,En fonctionnement,D,2,2716,déchets non dangereux non inertes (transit),600.000,m3
10411,0065.16709,2517,D,2,,En fonctionnement,D,3,2517,Produits minéraux ou déchets non dangereux inertes (transit),10000.000,m2
10412,0065.16709,2662,,,,En fonctionnement,,,2662,Stockage de polymères,30.000,m3
10413,0065.16709,2713,E,1,,En fonctionnement,A,1,2713,Métaux et déchets de métaux (transit),1000.000,m2
10414,0065.16796,1520,A,1,,En fonctionnement,A,1,1520,"Houille, coke,etc (dépôt)",1350.000,t
10415,0065.16796,1532,D,b,,En fonctionnement,D,3,1532,Stockage bois déclaré,8000.000,m3
10416,0065.16799,2171,D,,,En fonctionnement,D,,2171,"Dépôts de fumiers, engrais et supports de culture",5000.000,m3
10417,0065.16799,2516,,,,En fonctionnement,,,2516,Station de transit de produits minéraux pulvérulents,450.000,
10418,0065.16799,2517,E,1,,En fonctionnement,A,1,2517,Produits minéraux ou déchets non dangereux inertes (transit),55000.000,m2
10419,0065.16799,2515,E,a,,En fonctionnement,A,1a,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",1000.000,kW
10420,0065.16799,1435,,,,En fonctionnement,,,1435,Stations service,5.000,
10421,0065.16799,1432,,2,,En fonctionnement,,2,1432,Liquides inflammables (stockage),0.080,
10422,0065.16810,4321,,,,En fonctionnement,,,4321,Aérosols extrêmement inflammables ou inflammables,,
10423,0065.16810,4130,D,b,,En fonctionnement,D,b,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
10424,0065.16810,4140,D,b,,En fonctionnement,D,b,4140,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,,
10425,0065.16810,4510,D,2,2014-03-18,En fonctionnement,D,2,4510,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,,
10426,0065.16810,1450,A,1,2014-03-18,En fonctionnement,A,1,1450,Solides inflammables,1.000,t
10427,0065.16810,4441,,,,En fonctionnement,,,4441,"Liquides comburants catégorie 1, 2 ou 3.",,
10428,0065.16810,2910,,,2014-03-18,En fonctionnement,,,2910,Installation de combustion,2.000,MW
10430,0065.16810,4511,,,,En fonctionnement,,,4511,Dangereux pour l’environnement aquatique 2,,
10431,0065.16810,2925,D,1,2014-03-18,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,400.000,kW
10432,0065.16810,4130,D,b,2014-03-18,En fonctionnement,D,b,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
10433,0065.16810,47xx,,,,En fonctionnement,,,47xx,,,
10434,0065.16810,4331,D,3,2014-03-18,En fonctionnement,D,3,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
10435,0065.16810,4440,,,2014-03-18,En fonctionnement,,,4440,"Solides comburants catégorie 1, 2 ou 3.",,
10438,0065.16810,4320,A,1,,En fonctionnement,A,1,4320,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,,
10439,0065.16810,1436,,,2014-03-18,En fonctionnement,,,1436,Liquides combustibles,75.000,t
10442,0065.16810,2663,E,a,2014-03-18,En fonctionnement,A,1a,2663,Stockage de pneumatiques alvéolaires ou expansés,196800.000,m3
10443,0065.16810,2663,E,a,2014-03-18,En fonctionnement,A,2a,2663,Stockage de pneumatiques,196800.000,m3
10444,0065.16810,1414,D,3,2014-03-18,En fonctionnement,D,3,1414,Gaz inflammables liquéfiés (remplissage ou distribution),0.000,m3
10445,0065.16810,1530,E,1,2014-03-18,En fonctionnement,A,1,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",196800.000,m3
10446,0065.16810,2662,E,1,2014-03-18,En fonctionnement,A,1,2662,Stockage de polymères enregistré,196800.000,m3
10447,0065.16810,1532,A,1,2014-03-18,En fonctionnement,A,1,1532,Bois ou analogues (dépôt de) dégageant poussières inflammables,196800.000,m3
10448,0065.16810,1630,D,2,2014-03-18,En fonctionnement,D,B2,1630,Soude ou potasse caustique,200.000,t
10449,0065.16810,1510,A,a,2014-03-18,En fonctionnement,A,1,1510,Entrepot autorisé,590500.000,m3
10450,0065.16848,2710,D,b,2013-05-17,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,0.800,t
10451,0065.16848,2710,E,a,,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,0.000,m3
10452,0065.16850,2710,D,b,2013-05-17,En fonctionnement,D,1b,2710,collecte de déchets dangereux-DC,0.800,t
10453,0065.16850,2710,E,a,,En fonctionnement,E,2b,2710,collecte de déchets non dangereux-E,330.000,m3
10454,0065.16936,1185,D,,2016-04-21,En fonctionnement,D,a,4802,Quantité susceptible d'être présente,,
10455,0065.16936,4321,D,2,2016-04-21,En fonctionnement,D,2,4321,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,,
10456,0065.16936,1510,A,a,2016-04-21,En fonctionnement,A,1,1510,Entrepot autorisé,450000.000,m3
10457,0065.16936,4331,D,3,2016-04-21,En fonctionnement,D,3,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
10458,0065.16936,4320,D,2,2016-04-21,En fonctionnement,D,2,4320,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,,
10459,0065.16936,2910,D,2,2016-04-21,En fonctionnement,D,2,2910,Combustion,1.700,MW
10460,0065.16936,2663,E,a,2016-04-21,En fonctionnement,E,2b,2663,Stockage de pneumatiques,75000.000,m3
10461,0065.16936,1530,E,1,2016-04-21,En fonctionnement,A,1,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",10000.000,m3
10462,0065.16936,2925,D,1,2016-04-21,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,1107.000,kW
10463,0065.16936,47xx,,,,En fonctionnement,,,47xx,,,
10464,0065.16936,1414,D,3,2016-04-21,En fonctionnement,D,3,1414,Gaz inflammables liquéfiés (remplissage ou distribution),1.000,
10465,0065.16936,2662,E,1,2016-04-21,En fonctionnement,A,1,2662,Stockage de polymères enregistré,100000.000,m3
10466,0065.16936,1532,D,b,2016-04-21,En fonctionnement,D,3,1532,Stockage bois déclaré,3000.000,m3
10467,0065.16936,2663,E,a,2016-04-21,En fonctionnement,A,1a,2663,Stockage de pneumatiques alvéolaires ou expansés,100000.000,m3
10468,0065.16963,1432,D,b,1986-02-26,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),43.700,m3
10469,0065.16963,47xx,,,,En fonctionnement,,,47xx,,,
10470,0065.16963,1435,D,2,1995-02-03,En fonctionnement,D,2.,1435,Stations-service,6941.000,m3
10471,0065.16963,1434,D,b,1986-02-26,En fonctionnement,D,1b,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,12.540,m3/h
10472,0065.16980,2662,E,1,,En fonctionnement,A,1,2662,Stockage de polymères enregistré,108000.000,m3
10473,0065.16980,2910,D,2,,En fonctionnement,D,A2,2910,Combustion,4.100,MW
10474,0065.16980,1530,E,1,,En fonctionnement,A,1,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",108000.000,m3
10475,0065.16980,1185,D,,,En fonctionnement,D,2a,1185,Quantité susceptible d'être présente,300.000,kg
10476,0065.16980,1532,A,1,,En fonctionnement,A,1,1532,Bois ou analogues (dépôt de) dégageant poussières inflammables,108000.000,m3
10477,0065.16980,2663,E,a,,En fonctionnement,A,1a,2663,Stockage de pneumatiques alvéolaires ou expansés,108000.000,m3
10478,0065.16980,1432,,,,En fonctionnement,,,1432,Liquides inflammables (stockage),1.000,
10479,0065.16980,1510,A,a,,En fonctionnement,A,1,1510,Entrepot autorisé,739800.000,m3
10480,0065.16980,2925,D,1,,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,600.000,kW
10481,0065.16989,2910,,A,2018-01-01,En fonctionnement,,A,2910,Combustion,1.550,MW
10482,0065.16989,47xx,,,,En fonctionnement,,,47xx,,,
10483,0065.16989,2662,E,1,2018-01-01,En fonctionnement,A,1,2662,Stockage de polymères enregistré,83000.000,m3
10484,0065.16989,1530,E,1,2018-01-01,En fonctionnement,A,1,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",83000.000,m3
10486,0065.16989,2925,D,1,2018-01-01,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,180.000,kW
10488,0065.16989,2663,E,a,2018-01-01,En fonctionnement,A,2a,2663,Stockage de pneumatiques,83000.000,m3
10489,0065.16989,2663,E,a,2018-01-01,En fonctionnement,A,1a,2663,Stockage de pneumatiques alvéolaires ou expansés,83000.000,m3
10490,0065.16989,1436,,,2018-01-01,En fonctionnement,,,1436,Liquides combustibles,5.000,t
10491,0065.16989,1510,A,a,2018-01-01,En fonctionnement,A,1,1510,Entrepot autorisé,350000.000,m3
10492,0065.16989,4511,,,2018-01-01,En fonctionnement,,,4511,Dangereux pour l’environnement aquatique 2,,
10493,0065.16989,1532,A,1,2018-01-01,En fonctionnement,A,1,1532,Bois ou analogues (dépôt de) dégageant poussières inflammables,83000.000,m3
10494,0065.16989,4510,,,2018-01-01,En fonctionnement,,,4510,Dangereux pour l’environnement aquatique 1,,
10495,0065.16989,1450,D,2,2018-01-01,En fonctionnement,D,2,1450,Solides inflammables,500.000,kg
10497,0065.16989,4331,,,2018-01-01,En fonctionnement,,,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
10498,0065.16989,4321,,,2018-01-01,En fonctionnement,,,4321,Aérosols extrêmement inflammables ou inflammables,,
10499,0065.16989,4320,,,2018-01-01,En fonctionnement,,,4320,Aérosols extrêmement inflammables ou inflammables,,
10500,0065.16989,1511,D,2,2018-01-01,En fonctionnement,D,3,1511,Entrepôts frigorifiques,6000.000,m3
10501,0065.17004,2663,E,a,,En fonctionnement,E,1b,2663,Stockage de pneumatiques alvéolaires ou expansés,30000.000,m3
10502,0065.17004,1530,E,1,,En fonctionnement,E,2,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",30000.000,m3
10503,0065.17004,2663,E,a,,En fonctionnement,E,2b,2663,Stockage de pneumatiques,30000.000,m3
10504,0065.17004,2925,D,1,,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,120.000,kW
10505,0065.17004,1510,E,b,,En fonctionnement,E,2,1510,Entrepot enregistré,225000.000,m3
10506,0065.17004,2662,E,1,,En fonctionnement,E,2,2662,Stockage de polymères enregistré,30000.000,m3
10507,0065.17004,2716,D,2,,En fonctionnement,D,2,2716,déchets non dangereux non inertes (transit),260.000,m3
10508,0065.17004,1532,D,b,,En fonctionnement,D,3,1532,Stockage bois déclaré,12800.000,m3
10509,0065.17007,1530,E,1,2015-05-01,En fonctionnement,A,1,1530,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",65000.000,m3
10510,0065.17007,2910,D,2,2015-05-01,En fonctionnement,D,2,2910,Combustion,1.850,MW
10511,0065.17007,47xx,,,,En fonctionnement,,,47xx,,,
10512,0065.17007,1510,A,a,2015-05-01,En fonctionnement,A,1,1510,Entrepot autorisé,476039.000,m3
10513,0065.17007,2925,D,1,2015-05-01,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,280.000,kW
10514,0065.17007,2663,E,a,2015-05-01,En fonctionnement,E,1b,2663,Stockage de pneumatiques alvéolaires ou expansés,5000.000,m3
10515,0065.17007,1532,,,2015-05-01,En fonctionnement,,,1532,Stockage de bois ou de matériaux analogues,999.000,m3
10516,0065.17007,2663,E,a,2015-05-01,En fonctionnement,E,2b,2663,Stockage de pneumatiques,66000.000,m3
10517,0065.17023,1510,E,b,2006-01-01,En fonctionnement,E,2,1510,Entrepot enregistré,80200.000,m3
10518,0065.17025,4130,D,b,,En fonctionnement,D,b,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
10519,0065.17025,4441,D,2,,En fonctionnement,D,2,4441,"Liquides comburants catégorie 1,2 ou 3",,
10520,0065.17025,2910,D,2,,En fonctionnement,D,A2,2910,Combustion,14.670,MW
10521,0065.17025,2340,E,1,,En fonctionnement,E,1,2340,"Blanchisseries, laveries de linge",100.000,t/j
10522,0065.17025,2915,D,2,,En fonctionnement,D,2,2915,Chauffage (procédé de) fluide caloporteur organique combustible,3000.000,L
10523,0065.17028,4440,D,2,,En fonctionnement,D,2,4440,"Solides comburants catégorie 1,2 ou 3",,
10524,0065.17028,2760,A,1,,En fonctionnement,A,1,2760,Installation de stockage de déchets dangereux autre que celle mentionnée au 4,644260.000,
10525,0065.17028,47xx,,,,En fonctionnement,,,47xx,,,
10526,0065.17028,2930,,1,,En fonctionnement,,1,2930,Ateliers de réparation et entretien de véhicules à moteur,50.000,m2
10527,0065.17028,2718,A,1,,En fonctionnement,A,1,2718,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),10000.000,t
10528,0065.17028,3550,A,,,En fonctionnement,A,,3550,stockage temporaire de déchets,10000.000,t
10529,0065.17028,2515,E,a,,En fonctionnement,E,a,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",3000.000,kW
10530,0065.17028,2510,A,3,,En fonctionnement,A,3,2510,Carrières (exploitation de),220000.000,t
10533,0065.17028,3510,A,,,En fonctionnement,A,,3510,Traitement de déchets dangereux,8500.000,t/j
10534,0065.17028,2517,E,1,,En fonctionnement,E,1,2517,Produits minéraux ou déchets non dangereux inertes (transit),42250.000,m2
10535,0065.17028,2790,A,,,En fonctionnement,A,,2790,Traitement de déchets dangereux,20000.000,
10536,0065.17028,4511,,,,En fonctionnement,,,4511,Dangereux pour l’environnement aquatique 2,,
10537,0065.17028,4510,D,2,,En fonctionnement,D,2,4510,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,,
10538,0065.17028,2516,,,,En fonctionnement,,,2516,Station de transit de produits minéraux pulvérulents,125.000,m3
10540,0065.17028,3540,A,1,,En fonctionnement,A,,3540,Installation de stockage de déchets de plus de 25 000 t de capacité,90.000,t/j
10541,0065.17047,1435,E,1,2014-01-29,En fonctionnement,E,2,1435,Stations-service,5460.000,m3
10542,0065.17047,1432,D,b,2014-01-29,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),48.000,m3
